	lang	ref_caption	gen_caption
8868	es	Restos de un observatorio astronómico muisca en el Parque Arqueológico de Monquirá.	culto religioso
8869	es	Distribución de zonas donde se cultiva vanilla.	hábitat
8870	es	El Velorio, c. 1893, óleo sobre tela Colección: Museo de Historia, Antropología y Arte UPR.	obras de arte
8871	es	Cara frontal del calorímetro ZN: Uno de los dos calorímetros ZN durante el montaje. Las fibras de cuarzo se alojan en las ranuras de 1936 de las losas de aleación W.	cero
8872	es	Soplete.	pistola de soldadura
8873	es	El brigadier general MacArthur en un chateau francés, septiembre de 1918.	Un hombre con un sombrero y un casco sentado en una silla.
8874	es	Representaciones antropozoomórficas de los cuatro apóstoles. Evangelios de Landévennec, ca. 900. Biblioteca bodléienne, Oxford.	Sociedad y cultura nominoense
8875	es	Trampantojo rococó de la abadía de Windberg, 1755.[11]​	cielo
8876	es	Soldados guyanenses en maniobras conjuntas con varios países caribeños, así como fuerzas estadounidenses y británicas. El soldado de la derecha lleva un G3A3 con adaptador para cartuchos de fogueo en la boca del cañón.	Dos soldados con armas de fuego en el suelo.
8877	es	Vista trasera con la puerta diédrica abierta.	Mercedes-Benz CLK GTR
8878	es	El municipio es uno de los que más extensión de monte tiene en el norte de la isla.	Sierra de la Victoria
8879	es	Tarascone y Juan Evaristo (Argentinos Juniors) y Minella (River) en 1936.	luchador
8880	es	Palermo jugando por el Trofeo Joan Gamper 2008 frente al Barcelona en el Camp Nou.	Palermo
8881	es	Placa conmemorativa en el viaducto John Smeaton	"Un coche conduce por una carretera con un cartel que dice ""John Smeaton"
8882	es	Comparación en el descenso del cartucho para diferentes tipos de arma.	un gráfico de línea que muestra la cantidad de residuos de residuos
8883	es	El saqueo de Amberes por las tropas de Sancho Dávila	Un grupo de personas están en una habitación con otras personas.
8884	es	Santuario Fluvial de Jermuk (Jermuk Hydrological Sanctuary)	Rusia
8885	es	El monje chino Hotei o Budai, es recordado popularmente como una manifestación del bodhisattva Maitreya en el budismo chino.	La religión budista
8886	es	La ciudadela de Raimundo de Saint-Gilles.	antiguo
8887	es	Morales junto a Mauricio Macri, a menos de un mes de asumir la gobernación.	El señor de la silla
8888	es	Frente de un tanque en un campo de Malargüe.	Los detectores de agua son dispositivos de construcción y construcción que se utilizan
8889	es	Cosme Hinojosa estuvo del lado del Ejército Constitucionalista	La bandera de México está hecha de banderas de México y de banderas
8890	es	Soldado de Arriibeños.	guerra
8891	es	Plaza Bolivar	Parque Nacional
8892	es	Tesla Semi.	Un camión de Tesla estacionado en una carretera.
8893	es	Metabolismo del mercurio.	un diagrama que muestra la fórmula de un ácido clorhídrico
8894	es	Entorno de Newcomb	La formación de la luna Newcomb, conocida como la nueva luna, es
8895	es	La Rosaleda vuelve a ser campo de Primera	equipos participantes
8896	es	Poeta y coronel Ismael Cerna.	Un hombre con un sombrero y un sombrero
8897	es	Plaza de la Catedral.	arquitectura
8898	es	Salón del pleno de la Knéset	cámara de representantes
8899	es	Mapa USVA	Mapa de emergencias sanitarias de Castilla y León
8900	es	Tintin Shop en Covent Garden, Londres.	tienda
8901	es	Diosa con el diseño del doble triángulo («Reloj de arena») y «Manos de pájaro»[10]​	culto
8902	es	La desembocadura del río Cecina y Villa Ginori en una estampa del año 1751.	Río Cecina
8903	es	El transbordador Yasawa Flyer conecta Port Denarau, cerca de Nadi, con las islas Yasawa.	Un barco amarillo y azul con gente en el agua.
8904	es	"Ilustración que muestra una campo de tiro skeet.
Los números seleccionan los 8 puntos de donde se dispara.
Las torres o casetas contienen las platilleras, ubicadas a distintas alturas para dar dos angulos de tiro."	un diagrama que muestra cómo funciona el tiro al plato
8905	es	Toma feminista en sede de la UTEM.	La presencia de banderas y carteles de mujeres en Chile, y la
8906	es	Ave cautiva fotografiada en el santuario de Healesville en Victoria, Australia	Un pájaro de pie en la arena cerca de un árbol.
8907	es	Retrato flamenco: Taller de Jan Van Eyck, Hombre con clavel, hacia ¿1420-1430?, óleo sobre tabla, 41,5 × 31,5 cm, Staatliche Museen, Berlín.	primera pintura
8908	es	Escultura de Federico Coullaut-Valera (1970-1971) en Soria.	santo
8909	es	Anarquistas celebrando los 100 años de organización en le Monumento “Eight hour day” el 1 de mayo de 1986	inicios
8910	es	Una agente de la Oficina de Aduanas y Protección Fronteriza de los Estados Unidos con una mujer inmigrante en un centro de detención.	Departamento de Justicia de Estados Unidos
8911	es	Fotograma de la película de 1916 Reggie Mixes In: Fairbanks es el actor de la derecha.	Dos hombres en una sala de estar con un teléfono celular.
8912	es	Porcentaje de Energía Nuclear sobre la demanda eléctrica en España (1996-2009).	un gráfico de barras que muestra el número de ataques terroristas
8913	es	Iglesia de Natagaima.	Una iglesia blanca y roja con una torre de campana.
8914	es	Afiche de la época (producido por el gobierno de Estados Unidos) alusivo a la resolución.	justicia
8915	es	Monumento a la Carretera de Sangre	Un monumento de piedra en un parque con árboles en el fondo.
8916	es	Vista de la zona de Çayır.	Una vista de una ciudad desde una colina.
8917	es	Estatua del Santísimo	Una estatua de una persona con una mano extendida.
8918	es	Vista interna arqueada de la Catedral.	Catedral
8919	es	Vista de la Precordillera de Santiago desde la ciudad	cielo
8920	es	Castillo de Viana.	Ciudad
8921	es	Acer pensylvanicum en invieno al borde de un bosque de coníferas.	Acer pensylvanicum
8922	es	Tumba de Speer en Heidelberg	Un monumento a Albert Speer en el bosque.
8923	es	Albergue de peregrinos de Logroño.	Un edificio de ladrillo con un arbusto en el medio.
8924	es	Jackie Chan protagoniza las películas principales, además de dirigir y co-escribir algunas de ellas	El hombre de la policía
8925	es	Interior del Elsterweg Stadion.	Elsterweg Stadion
8926	es	Vista aérea del palacio Peterhof, la residencia oficial de Pedro el Grande	Rusia
8927	es	Rowan Atkinson, protagonista de la película.	Un hombre con traje y corbata frente a una estatua de un niño.
8928	es	El territorio helvético bajo dominio romano	medieval
8929	es	El Edículo del Santo Sepulcro (la ubicación tradicional de la tumba de Jesús) con la cúpula de la rotonda visible por encima.	La tumba vacía está en el edificio.
8930	es	Olga de Wurtemberg con sus hijos: el príncipe Alberto de Schaumburg-Lippe (derecha) y el príncipe Eugenio de Schaumburg-Lippe (izquierda).	matrimonio
8931	es	Interior de la sala.	Un auditorio lleno de gente en un escenario.
8932	es	Fotografía de un sōhei, el cual es a veces confundido con el yamabushi. Imagen del siglo XIX.	Un hombre con un traje de samurai sosteniendo dos espadas.
8933	es	William Pugh en la GDC 2015.	Un hombre con el pelo largo y el pelo largo y el pelo largo
8934	es	Mercedes Aráoz juramentando como «presidente interino» ante el congreso disuelto. Dicha medida no prospero.	crisis política
8935	es	Sioux Falls, la mayor ciudad del estado.	Estados Unidos
8936	es	Representación computarizada del avión derribado.	El avión está volando en el cielo azul.
8937	es	El río San Juan cerca de DeBary, c. 1915	río
8938	es	Tribunal Constitucional de España	Facultad de Derecho
8939	es	Alineación típica del Juvenil nacional con el primer uniforme.Temporada 2013-14	Club de fútbol Gimnástico Juvenil Nacional
8940	es	Localización de Benimuslem en la comarca de la Ribera Alta.	Un mapa de la región de Benimuslem, con las ciudades y pueblos
8941	es	En la versión original, Nancy Cartwright da voz a Bart desde 1987	Actor
8942	es	Saint Sébastien, Génova, basílica de Santa Maria Assunta.	La Segunda Estancia de Génova (1666)
8943	es	Calle de Buñol (1890-1895), pintura al óleo sobre tabla de Joaquín Sorolla (Museo Sorolla, Madrid).	roca
8944	es	Geochelone elegans	Una tortuga de tierra con varias estructuras y líneas.
8945	es	Junto a Juan Martín del Potro.	Un hombre con una camisa blanca y una camiseta azul camina por la acera
8946	es	Ekberg en Guerra y paz (1956).	Una mujer con un vestido amarillo y una corbata blanca.
8947	es	Richard Dean Anderson en 2008.	Un hombre con un micrófono y una chaqueta.
8948	es	Embajada de Brasil en el Edificio Multicentro en La Paz	Angola
8949	es	Hermetia illucens (subfamilia Hermetiinae)	Geometridae
8950	es	Un Baryonyx walkeri estableciendo una relación simbiótica, tomando el sol mientras que el pterosaurio Europejara y el ave Iberomesornis le ayudan removiéndole parásitos y trozos de carne.	Baryonyx walkeri
8951	es	Mapa de algunos subgéneros del Rap originados alrededor de Norte América.[70]​	un mapa de los Estados Unidos con puntos verdes
8952	es	Velero en Puerto Madryn, Argentina.	barco
8953	es	2 años después, el Estadio Jocay de Manta volvió a acoger partidos de la Serie B	equipo de fútbol
8954	es	Embajada de los Países Bajos en París	oficinas diplomáticas
8955	es	Discos Blu-ray 4K Ultra HD puestos a la venta	películas
8956	es	Puesto de picking ergonómico con dispositivos Pick To Light	caja
8957	es	Facultad de Ingeniería Campus V	Facultades
8958	es	Tropas austrohúngaras tras cruzar el río Isonzo, octubre de 1918.	guerra
8959	es	Osos desfilando en la marcha del orgullo de Melbourne de 2011.	perro
8960	es	Honda CR-X SiR	Honda CR-X
8961	es	Jorge de Villalonga.	Presidente de la Real Audiencia del Nuevo Reino de Granada
8962	es	Imagen satelital de la NASA de la isla San Pedro cubierta de nieve	clima cálido
8963	es	Cañón de carga múltiple de Perreaux	un gráfico de un arco de arco con dos lados
8964	es	Lycoming TEO-540	motor de coche
8965	es	Vista del volcán Cayambe desde Quito.	Volcán Cayambe
8966	es	David Carradine en septiembre de 2006.	El señor Carradine
8967	es	Fachada del Centro Administrativo de la ciudad de Chiquinquirá.	Universidad
8968	es	Trino	un fondo negro con un cielo oscuro y un cielo abierto
8969	es	Esponjas.	espalda
8970	es	Museo Arqueológico.	Un edificio con una bandera y una señal de la calle.
8971	es	Milanesas a caballo, también llamadas milanesa a lo pobre	pollo
8972	es	Moneda de Ariobarzanes I.	Greece
8973	es	Paisaje desértico en el Monument Valley.	El clima es soleado.
8974	es	Indígenas de Nahualá en 1897. Fotografía de Alberto G. Valdeavellano.[1]​	Guatemala
8975	es	Desfile bufo de 2009.	Protesta
8976	es	Nik Turner, saxofonista de Hawkwind, 1974	música
8977	es	Agnieszka Radwanska llegó a sus primeras Semifinales en el Abierto de Australia.	Una mujer con una raqueta de tenis en una cancha de tenis.
8978	es	Ángel Ossorio y Gallardo	estilo de vida
8979	es	William Donta, un granjero de Ohio, sostiene una carabina semiautomática en 1987.	Confederación
8980	es	En sentido contrario a las agujas del reloj: Strongyli, Gyali, Pergousa, Pachia y Nisiros.	península
8981	es	Los volcanes de Chaîne des Puys en Francia fueron instrumentales para comprobar el origen volcánico del basalto.	Una vista de una montaña desde una cima de una colina.
8982	es	Entrada al Fort Mose Historic State Park.	parque nacional
8983	es	El general Pancho Villa	Ciudad de Zacatecas
8984	es	guantes de nitrilo.	guantes
8985	es	Parque Tezozómoc, Azcapotzalco.	Un cartel de parque en la calle de la ciudad.
8986	es	Bronce de Ascoli (89 a. C.)	Antigua Roma
8987	es	Georg Christian Oeder	Jardín botánico de la Universidad de Copenhague
8988	es	Monumento al capitán Ñuflo de Chaves en Santa Cruz de la Sierra, Bolivia.	Statue
8989	es	Museo Mijaíl Bulgákov de Kiev.	Un edificio amarillo y blanco con varias ventanas.
8990	es	Calle típica de San Antonio de Areco.	restaurantes
8991	es	Busto de Eduardo VII por Francis Derwent Wood.	Eduardo VII
8992	es	El renacentista Palacio de Fabio Nelli, iniciado en 1576, es sede del Museo de Valladolid.	Museo
8993	es	Iglesia de San Antonio de Padua.	iglesia
8994	es	General de Brigada Jorge Celiz Kuong Director de la EMCH 2010 - 2011.	escuela militar
8995	es	Vista de Yarumal en 1900. La basílica es la construcción dominante del paisaje urbano, característica que aun mantiene.	iglesia
8996	es	"Terminal y válvulas del gasoducto Campo Durán, un ejemplo de la infraestructura que en Argentina se construyó durante ""la batalla del petróleo""."	Historia del petróleo
8997	es	Ferry en el río Imjin en 1889.	Río Imjin
8998	es	Dmitri Ustínov, el ministro de Defensa de 1976 hasta su muerte en 1984, fue un de las figuras más influyentes en la formulación de políticas de seguridad soviéticas, junto con Andréi Gromyko, Yuri Andrópov y Brézhnev.[15]​	Postal
8999	es	La Primera Familia en la Oficina Oval, 1974.	matrimonio y familia
9000	es	El patio de la Mezquita de Suleimán	mezquita
9001	es	Dibujo de un proyecto de vehículo. Los diseñadores industriales desarrollan nuevos conceptos en productos y optimizan las prestaciones, funcionamiento, producción, sustentabilidad, venta y distribución, entre otras cualidades.	pinceladas
9002	es	Maillot de la clasificación de la montaña en el Tour de Francia.	Camiseta
9003	es	Cadillac DeVille (2000-2005)	Cadillac DeVille, Section 2000-2005
9004	es	Parque 9 de Julio	río
9005	es	Fotografía de A.R. Wallace tomada en Singapur en 1862.	Alfred Russel Wallace
9006	es	Mecanismo básico de escape, en este caso de un reloj cuyo péndulo hace de oscilador	rotor
9007	es	Presentación de María en el Templo, Scuola della Carità, Padua.	una pintura de una persona que muestra a un hombre y una mujer en una escal
9008	es	Restos del pueblo viejo de Biscarri.	pueblo
9009	es	Chris Cutler, baterista de Henry Cow, uno de los miembros activos del RIO.	Un hombre tocando una batería en un escenario.
9010	es	Diagrama de la penetración en el techo producida por el impacto de bombas Disney en el búnker Valentin durante el Proyecto Ruby[43]​	un diagrama de un edificio con dos lados y una línea de visión
9011	es	Vibraimagen facial con una escala de frecuencia	un gráfico de color de una persona con un fondo azul y rojo
9012	es	Cercanías utilizado en el núcleo Murcia/Alicante.	tren
9013	es	Baños Termales de nuestra localidad de Lavalle.	río
9014	es	El general Óscar R. Benavides y su gabinete ministerial. Lima, 1933.	January 31, 1933
9015	es	Ntra. Sra. Del Rosario Patrona y Alcaldesa Honoraria de Brenes.	La Virgen de la Cruz, la madre de la iglesia católica, la
9016	es	1919 Cartel de Pierce-Arrow; los anuncios de coches en los primeros años de la marca eran minimalistas y artísticos, y no mostraban detalles de los coches.	Una portada de un anuncio de un coche de carreras antiguo.
9017	es	Primer ministro António de Oliveira Salazar por André Koehne	Política
9018	es	Lucio europeo	Un pez dorado y negro con algunas líneas amarillas.
9019	es	Fábregas ante el Dynamo Kyiv en 2015.	Nombre de jugador de fútbol
9020	es	Los yámanas eran los primitivos habitantes de la bahía Ensenada Zaratiegui.	La bahía de Zaratiegui
9021	es	Catedral de Piedra en Canela, Río Grande del Sur. En la región, un dialecto alemán es uno de los principales idiomas.	Inglés
9022	es	El pasto grueso destaca el tamaño de la tortuga.	especies
9023	es	Base en la que fue encontrado Osama bin Laden en la localidad pakistaní de Abbottabad.	edificio
9024	es	Conde Ciano, ministro de Asuntos Exteriores de la Italia fascista, con quien se entrevistó Ramón Serrano Suñer durante su viaje a Italia acompañando al CTV.	Guerra de la Revolución Francesa
9025	es	Swift durante una presentación en Sídney, Australia	escenario
9026	es	Betsabé (1889), óleo sobre tela de Jean-Léon Gérôme.	iconografía
9027	es	Anillo de piedra con el nombre arameo Yishak bar Hanina, en imagen de espejo, con la imagen del arca de la Torá, excavada en Zafar / al-Asabi / Yemen.	La ciudad de Zafar es un pueblo árabe y antiguo.
9028	es	Panorama vertical: una cascada congelada en un barranco del Rhön, Alemania.	Una cascada de nieve en una ladera de montaña.
9029	es	Sembrado de soja.	agricultura
9030	es	Entrega de los Premios Príncipe de Asturias en el Teatro Campoamor.	Un grupo de personas con ropa blanca y negra y ropa blanca y
9031	es	Suggs (55) y Ray Lewis (52) jugando contra Pittsburgh Steelers in 2006.	Un jugador de fútbol está corriendo por la pelota.
9032	es	Logo STEM	un logotipo de un instrumento de sonido
9033	es	Smart TV de Samsung	tecnología
9034	es	Cañones CITER 155 mm.	Grupo de Artillería 10,
9035	es	Miembros de la Familia Hurtado en Francia en una congregación católica	norte
9036	es	Monumento al Mestizaje de Julián Martínez y M. Maldonado (1982). Hernán Cortés, Malinalli y su hijo, Martín Cortés. Jardín Xicoténcatl, Barrio de San Diego Churubusco, México, Distrito Federal	caballero
9037	es	Centro Cultural Pablo Iglesias	Un edificio de vidrio con una puerta de metal y una señal
9038	es	San Agustín y su madre, Santa Mónica por Ary Scheffer (pintura de 1846)	La madre de la iglesia
9039	es	Franco, finales de los 60	jefe de estado
9040	es	Vista panorámica del estadio Alfonso López antes de la reforma que eliminó la pista atlética.	estadio
9041	es	Rotavirus.	un virus de la enfermedad de la enfermedad de la enfermedad de la
9042	es	Pareja de perros en «situación amorosa».	Dos perros sentados en una habitación con un perro acostado en
9043	es	Mapa de la campaña seguida por Morelos.	Mapa de la Batalla de Cuautla
9044	es	Jesús Urrea. 2015. Patio de la Casa de las Conchas (Valladolid), sala de exposiciones temporales del MUVa	artista
9045	es	Gran parte de la acción del film tiene lugar en la selva colombiana	película
9046	es	A la izquierda Mayor Oreja con Fraga, presidiendo un acto de la Coalición Popular; en el centro de la imagen, Aróstegui con (?) y a continuación Juan Antonio Montesinos con Javier Zarzalejos (dcha). Bilbao, Elecciones vascas 1984	El jefe de Estado
9047	es	El hábitat de esta especie en el canal de Beagle.	roca
9048	es	Los traperos, por Sancha (1906)	Un hombre y un perro en una carretilla de caballos.
9049	es	Mourinho en 2014.	Jose Mourinho
9050	ca	Una al·legoria medieval comú de la follia, pintada per Giotto a la Capella Scrovegni de Pàdua. Aquesta representació recorda al Boig de les baralles més antigues.	Un boig amb una bufanda i un bec a la mà.
9051	ca	Josep i la dona de Putifar, cap a 1645, oli sobre llenç, 196,5 x 245,3 cm, Kassel, Gemäldegalerie Alte Meister. El quadre, amb una càrrega eròtica poc usual a la pintura espanyola, va ser adquirit a nom de Murillo pel Landgraviat de Hessen abans de 1765. Confiscat per les tropes franceses, es va exposar en el Louvre entre 1807 i 1815. Tornat als seus propietaris, fou considerat una obra italiana i atribuït pel museu a Simone Cantarini. El 1930 es va descobrir la signatura del pintor després d'una neteja, el que no va impedir que continuessin els dubtes sobre la seva autoria reivindicada després de l'aparició a una col·lecció particular d'una segona versió del mateix tema d'autografia indiscutible.	La pintura és de l'artista espanyol Bartolomé Esteban Murillo, i mostra un home i una dona en una
9052	ca	Desembussador amb bomba d'alta pressió professional.	Desembussador mecànic
9053	ca	Antiga Casa de la Vila.	Mollet del Vallès
9054	ca	Tomás de Torquemada (antisemitisme religiós).	Un retrat d'un capellà amb una corbata i una corbata
9055	ca	Syđrugøta.	Una vila amb moltes cases i un riu al fons.
9056	ca	Urakami Tenshudo. Fotografia del gener del 1946 d'una església catòlica destruïda per la bomba atòmica.	La fotografia mostra un edifici demolit i un edifici demolit a Nagasaki durant la Segona Guerra Mundial
9057	ca	Una pàgina web americana no disponible a Europa a causa del Reglament General de Protecció de Dades.	Un lloc web amb un lloc web i un lloc web.
9058	ca	L'ajuntament de Guixers, emplaçat a la Casa Nova de Valls	La Casa Nova de Valls és una casa de l'arquitectura urbana de Valls, Espanya.
9059	ca	"Iot ""Guppy"" a Den Osse, Països Baixos, el 3 d'agost de 2010"	Un vaixell acostant-se a un dock a l'aigua.
9060	ca	La crítica nord-americana de música pop Ann Powers (fotografiada el 2007).	música popular
9061	ca	Ball dels Broquers dels Cossiers de Manacor.	Un grup de persones vestides amb vestits diferents i vestits de colors diferents.
9062	ca	Guifré el Pilós.	Una estatua de pedra de la història de Barcelona.
9063	ca	Lo mejor del tendido. Il·lustració d'Enrique Estevan y Vicente per a la revista Blanco y Negro, 1900	La recompensa és una dona que guanya la cursa.
9064	ca	L'emperadriu Fausta	una moneda romana amb un fons blanc
9065	ca	L'equip del Pol Sud (d'esquerra a dreta: Wild, Shackleton, Marshall i Adams	Un grup de persones a l'exploració de Nimrod.
9066	ca	Marcèvol el 1812 (ADPO)	Un mapa de la ciutat de Marcèvol, amb un carrer a la dreta.
9067	ca	Aldrin durant un EVA	La missió és una aventura espacial, i l'equip de l'equip de l'equip de l'
9068	ca	Destral de guerra amb forma de pot, de Närke (Suècia); la «cultura de la destral de guerra» o «cultura de la destral amb forma de pot», a Suècia i Noruega, va aparèixer prop del 2800 aC i es reconeix en prop de 3.000 tombes des de Skåne fins a Trøndelag i Uplandia	La cultura de la ceràmica cordada és un tipus de ceràmica antiga que es trobava en el món medieval.
9069	ca	Mantega d'oli feta feta a partir d'un texturitzant	Un bol blanc amb una salsa blanca i un altre bol blanc amb una salsa blanca.
9070	ca	Cap de biga de la barbacana	Un edifici de la ciutat de Cal Molins, a Solsona.
9071	ca	Monument dedicat al Justícia d'Aragó decapitat Joan V de Lanuza erigit a Zaragoza	guerra de la independència
9072	ca	Altres dos tipus de infusors de te.	Un infusor de te i un altre infusor de te a la mesa.
9073	ca	El Riksdag	Un edifici obert amb moltes persones i alguns bancs.
9074	ca	Taula d'Esmeralda.	Un gràfic de l'antic manuscrit de la Bíblia.
9075	ca	The Aguelmim Lake, Tikjda, Algeria	algerià
9076	ca	Placa commemorativa del saló de Bertha Zuckerkandl en el Palau Lieben-Auspitz, Viena.	Un placar a la part superior d'un edifici.
9077	ca	Font dels jardins de Versalles	història de l'aigua
9078	ca	Hernando de Soto a la badia de Tampa el 1539.[24]	Un retrat de l'any 1543 i començaments de 1540, a la Florida.
9079	ca	Presentació del llibre Hawaii Meteor de Jair Domínguez.	Editorial Tria Llibres
9080	ca	Comparació de l'extensió mitjana del gel al pol Nord els anys 2007, 2005 i la mitjana del període 1979-2000.	Un mapa mostra la zona de gel i la zona de l'iceberg.
9081	ca	Altre vista de Sant Jeroni	Sant Jeroni (Pietro Torrigiano) és un artista italià i un artista de l'art medieval.
9082	ca	Una fotografia antiga de l'Àbac grec de Salamina. L'original és de marbre i es troba al museu nacional d'epigrafia d'Atenes.	àbacs
9083	ca	El palau dels Peguera, a Berga, on va residir el baró de Maldà durant la Guerra del Francès	Rafael d'Amat i de Cortada
9084	ca	Dimensió del prototip	Els prototips tenen dimensions diferents.
9085	ca	Chris Evert va disputar un total de deu finals però només es va endur tres títols.	Una dona amb una raqueteja de tennis a la línia de la tanca.
9086	ca	Apple I	Apple Inc.
9087	ca	Marjal de Pego	aigua
9088	ca	Cartells dels candidats a Canet de Rosselló pel cantó de la Costa Sorrosa el 2015	Un edifici amb alguns murals i alguns edificis.
9089	ca	Bubulcus ibis, és un exemple clàssic de comensalisme. S'alimenta en camps entre bovins i cavalls alimentant-se d'insectes que aixequen els animals quan pasturen. L'au se'n beneficia mentre els que pasturen no se'n veuen afectats.	Un ocell blanc amb un bec groc i una cua blanca.
9090	ca	Model de New Nintendo 3DS	Nintendo 3DS
9091	ca	MKAD, el cinturó perifèric del nord-est de Moscou	Una vista aèria d'una gran carretera i un edifici.
9092	ca	A l'hivern tot el municipi queda cobert d'un mantell de neu que no desapareix fins a finals d'abril. La temperatura mínima absoluta mai registrada a Tynset es va donar l'1 de febrer de 1912, quan el termòmetre va baixar fins als -46.6 °C	Una vista de la lluna des d'un avió.
9093	ca	Accés a la col·lecció del museu	"Un llarg carrer blanc amb un cartell que diu ""Col·lecció Macaba""."
9094	ca	Restes de la presa d'alimentació per al canal Chesapeake i Ohio.	El riu Potomac és un riu de l'oceà.
9095	ca	Angola	Un mapa de l'Angola amb les illes i les illes
9096	ca	Gaston MASPERO	Un retrat en blanc i negre d'un home amb ulleres i un vestit.
9097	ca	El túnel i el congost d'Erinyà	El Congost d'Erinyà és un lloc altiplànic i boscós amb una gran cadena de munta
9098	ca	Els colors vermell i groc indiquen que la captació del Compost-B Pittsburg (PiB) és més elevada en pacients amb Alzheimer que en persones cognitivament sanes. El PiB s'uneix a les plaques de beta-amiloide del cervell, i pot ser identificat amb el TEP.	un gràfic de l'encefal i un gràfic de l'encefal amb l'etiqueta de la beta amiloide
9099	ca	Figura 1. El pla d'actuació de les possibles òrbites al llarg dels contorns gravitacionals. En aquesta imatge, la Terra (i la imatge sencera amb d'ella) gira en el sentit antihorari al voltant del Sol.	La lluna i la lluna tenen quatre fases diferents en l'òrbita de ferradura.
9100	ca	Martiri de santa Àgata, de Sebastiano del Piombo, comprat pels Mèdici per a les seves famoses col·leccions	Una pintura d'una dona nua amb un parell de homes a la dreta.
9101	ca	El duet alemany Mouse on Mars en directe. Van participar en la gravació de Dots and Loops.	Dos homes a una taula de música amb cables i cables.
9102	ca	Skinhead nazi	La moda del punk i la cultura dance es troben en aquesta història.
9103	ca	Queued Mode	un diagrama de l'arquitectura de l'intercanvi de l'intercanvi de l'intercanvi de l'
9104	ca	Sant Esteve d'Estoer. Porta principal, al sud	Una torre de rellotge a la part superior d'un edifici de pedra.
9105	ca	El pati del castell d'Ancy-le-Franc (1538-1546).	El Segon Renaixement: el Classicisme (1540 a 1559/1564)
9106	ca	La First Congregational Church, on es va rodar.	llicència per casar
9107	ca	Diagrama de l'escala geològica extret d'un llibre del 1861 de Richard Owen, mostrant l'aparició dels principals tipus d'animals.	un diagrama de la història de la teoria evolucionista
9108	ca	Forrellat romànic	Santa Maria del Vilar (Reiners) és una ciutat de la província de Girona.
9109	ca	Símbol per al perill de radiació ionitzant[2]	Un triangle vermell i negre amb un signe de perills de les substàncies radioactives.
9110	ca	El Theater an der Wien tal com el va trobar Beethoven	un edifici amb una gran estructura blanca i una gran estructura de fusta
9111	ca	Pla trencat del Gabinet del doctor Caligari	Una foto de l'interior d'una casa.
9112	ca	Raïm blanc	La planta és una planta de vi.
9113	ca	Escola de les Amèriques, a Panamà.	Context internacional
9114	ca	El Stone Store a Kerikeri, a l'esquerra, és l'edifici més vell no destruït del país	Una casa blanca i una casa de pedra al costat d'un riu.
9115	ca	Una visió de les Grans Planes del sud, al sud d'Oklahoma, al nord de Burkburnett, Texas	Un gran camp de l'oceà amb un cel brillant.
9116	ca	Camp de refugiats a Baviera, 1945.	història
9117	ca	Casa on va néixer Maria Skłodowska, a Ulica Freta, al barri de la ciutat nova de Varsòvia	Marie Curie, Madame Curie, Madame Curie, Madame Curie, Madame Curie, Madam
9118	ca	Pavelló de Nitrato de Chile.	Palau de la Fira de Barcelona
9119	ca	El crani, vist en anamorfosi (detall del quadre)	crani i crucifix
9120	ca	Adaptació del mandarí a l'ersu	un gràfic amb diferents noms de manlleus
9121	ca	Paseo de La Princesa	Un castell a la vora d'un riu.
9122	ca	Barri d'Horta vist des del Turó de la Rovira	La ciutat de Horta és una ciutat històrica amb molts edificis i edificis.
9123	ca	Vista aèria del massís de la muntanya de Montserrat	El Parc Rural del Montserrat és un parc turístic i turístic de l'Espanya.
9124	ca	Nou Papa Pau III	història
9125	ca	Cràters satèl·lit	la superfície de la Lluna amb algunes ubicacions a la lluna
9126	ca	Amancay, flor típica dels turons de Lima	una flor amarilla amb aigua que cau de la llengua
9127	ca	Gnathonemus petersii	un gos de l'espècie Gnathonemus petersii
9128	ca	Cartell del 1 Aplec a Quatretonda	Un cartell per a un festival de dansa de la Vall d'Albaida
9129	ca	Sant Francesc d'Assís lliura al Papa la Regla dels franciscans per Giotto di Bondone	La primera escola franciscana de París
9130	ca	Xa Jahan	Un retrat de dos homes amb vestits d'or i robes de l'antiga indumentària.
9131	ca	Évariste Galois, descobridor dels grups simples no commutatius.	un retrat d'un jove amb una corbata i una corbata
9132	ca	Vista frontal	Schnauzer estàndard
9133	ca	Secció a nivell de la quaderna mestra de La Reial. Noms:  1, suport de l'arbre mestre o major; 2, corba de subjecció de la carlinga de l'arbre (carlinga=paramola); 3, quilla i sobrequilla; 4, clau de l'arbre ; 5, banc o bancada; 6, travessa per engrillonar[15] els remers; 7, banqueta per a suport dels peus dels remers; 8, corba; 9, bacallar; 10, coberta; 11, trancanell; 12, cinta; 13, postisses; 14, batallola; 15, batallola per a les pavesades; 16, folre	barca
9134	ca	Cràters satèl·lit	Mercuri
9135	ca	Badia de Frobisher i voltants	un mapa de les illes de l'est de la Nova Zelanda
9136	ca	Vinyes a 900 metres al Pallars Sobirà	Un celler de vins a Sort, Espanya
9137	ca	R. Balaguer durant la Pujada als Brucs de 1916, organitzada pel RMCC	El RMCC es va fundar el 15 de juliol de 1897.
9138	ca	Torres de telefonia mòbil a les cantonades de cada cel·la hexagonal. Els números de canal provenen de la patent 4,144,411 dels EUA[2]	una cel·la amb un nucli hexagonal i un nucli hexagonal
9139	ca	Memorial als nens letons morts durant l'exili, 1941–1949.	La guerra de Letònia
