	lang	ref_caption	gen_caption
8339	es	Deportación de los judíos del Gueto de Cracovia en marzo de 1943.	La película de Schindler, película de Oskar Schindler, película de Oskar
8340	es	Roberto Merhi en el Gran Premio de Malasia de 2015.	Un coche de Fórmula 1 conduciendo por una pista.
8341	es	Vista trasera.	Nissan 300 ZX, Sección de Z32.
8342	es	Patio de las Doncellas. Real Alcázar.	El Real Alcázar de Sevilla, Sección Titulo: Real Alcázar de Sevilla
8343	es	Santuario del Monte desde el arroyo Cuetos.	La Virgen del Monte (Bolaños de Calatrava), España
8344	es	Cyrus actuó junto a Elton John durante los Premios Grammy de 2018. Asimismo, le rindió homenaje en una gala especial organizada también por The Recording Academy en Nueva York.	Miley Cyrus, Sección Título: 2018–presente: Otros proyecto
8345	es	Tejutepeque en el año 1942.	Pueblo de Tejutepeque
8346	es	La construcción con cob es una actividad altamente cooperativa, como se ve en esta obra realizada por la Universidad de Washington.	La roca es un material de construcción y construcción usado para construir y
8347	es	Tren ligero de MARTA.	Un tren de metro atravesando una línea de tren en Atlanta.
8348	es	El álif en su forma aislada	un número rojo y azul con una letra blanca
8349	es	Bolígrafo Pierre Cardin.	Una pluma roja y negra sentada en una mesa de madera.
8350	es	Vista interna	Catedral de San Mel (Longford), Sección de contenido
8351	es	La escultura en perspectiva.	La obra es una estatua de bronce de un hombre sin ropa.
8352	es	Höglund, llevando su gorra estudiantil, tras graduarse de la secundaria en 1902	El joven está usando un sombrero de pirata.
8353	es	Torre del agua	El monasterio de Santa María de El Paular, Sección Título: Desamortización
8354	es	Escena parlamentaria en el Salón de Sesiones del Congreso de los Diputados (1855), de Eugenio Lucas Velázquez (Palacio de las Cortes). Pedro Calvo Asensio se encuentra en el centro de los personajes que figuran en primer planto (séptimo por la derecha).	"La página principal de la página es ""La Declaración de la Independencia""."
8355	es	Nicolás de Piérola, fundador del Partido Demócrata.	El líder y fundador
8356	es	"Fuente ""Fiesta Caribeña"", conocido popularmente por los cancunenses como fuente del Ceviche por su particular diseño. Av. Tulum y Cobá."	Cancún, México, Sección de avenidas principales
8357	es	Cabeza olmeca, la representación artística más grande de los olmecas. Se piensa que representaban sus gobernantes o jugadores de pelota decapitados	La cabeza de un hombre antiguo en un escenario.
8358	es	La statua a Luigi Vanvitelli en la homónima plaza de Caserta	La escultura está en la parte superior de un edificio.
8359	es	Segunda División 1988-1989	El equipo de la Segunda División de España 1988-89 es un equipo de fú
8360	es	Gypsy Rose Lee.	Sección: Vedettes en Estados Unidos
8361	es	Aguas termales Yunomine Onsen	El agua en Yunomine Onsen es muy limpia.
8362	es	Vista interior.	Iglesia de Sant Mateu de Vall-llobrega, Sección
8363	es	"Una imprenta ""Haven of History"", una reconstrucción de la estación de la misión de CMS en Paihia, con una imprenta en el mismo estilo de las de William Colenso"	La misión de la iglesia
8364	es	Fermentación del vino.	Sección de contenido: vino,
8365	es	Kaitlyn, la única ganadora de la edición reality show de WWE NXT y primera campeona egresada de la tercera marca.	La página de WWE es una página de noticias de WWE.
8366	es	Un remedio homeopático a partir de té marsh: la dilución «15C» significa que la solución original fue diluida a 1/10015 (1/1030) de su concentración original. Dado que existen varios órdenes de magnitud inferiores a 1030 moléculas en el recipiente, la probabilidad de que contenga incluso una única molécula de la hierba original es extremadamente baja.	La etiqueta de la etiqueta de la etiqueta de la etiqueta de la etiqueta de
8367	es	Protestas durante 2013	La ciudad de Daraa, Sección de la guerra civil siria
8368	es	Tarjeta teatral	Henry Edwards (entomólogo), Sección de San Francisco
8369	es	Todos los estudios demuestran la relación entre la hipertensión y el consumo de sal.	La historia de la hipertensión, sección título, muestra la aparición de
8370	es	Ceremonia de entrega de medallas de Sochi	Yuzuru Hanyū, Sección Título: Temporada 2013–14
8371	es	Pequeño barco de pesca en la costa malagueña.	Zona de pesca: océano
8372	es	Torre mozárabe.	edificio, edificio, edificio, edificio, edificio,
8373	es	Beth Phoenix sosteniendo un Slammy y el Campeonato femenino de la WWE.	La página de contenido de la página es una imagen de una mujer en un traje de
8374	es	Andy Moor	El primer año de Andy Moor
8375	es	Grafiti de un día chapulling en Turquía, 2013.	Un cartel de grafiti en un edificio en la calle
8376	es	Ángel Landucci en Rosario Central	"El álbum de prensa de Ángel Landucci, también conocido como ""El"
8377	es	Travesía	La ciudad de Santibáñez de Vidriales
8378	es	Anne Fontaine, Un Certain Regard Jury President	La película:
8379	es	Tasas de fertilidad de Estados Unidos, 1963-1981	Un gráfico de barras que muestra las tasas de fecundidad de los Estados
8380	es	El rey Leopoldo III (1963).	El Leopoldo III de Bélgica, Sección: Posguerra y abdicación
8381	es	Crocodylus porosus	Un crocodilo de Nilo está sentado en el suelo cerca de un estanque.
8382	es	Primera División 1995–96	La Primera División de España 1995-96, Sección: equipos participantes
8383	es	Vaquero en el rodeo de Calgary.	Estados Unidos
8384	es	Postosuchus	Géneros nombrados
8385	es	San Saturio.	un dibujo de un hombre con un vestido largo y un arco
8386	es	Los jugadores reclamándole al árbitro del partido.	Argentina en la Copa Mundial de Fútbol de 2010, Sección Título: Octavos
8387	es	Leda Valladares en 1970.	La música de la banda de rock de la época de la película de la
8388	es	El Colegio de Winchester.	El manuscrito de Winchester
8389	es	Ricciardo al volante del Toro Rosso STR7.	Daniel Ricciardo, Sección de título: Fórmula 1.
8390	es	Parque Simón Bolívar en el centro histórico de Santa Marta.	Departamento de Colombia
8391	es	Imagen en la iglesia San Antonio de Padua en la arquidiócesis de Santa Cruz de la Sierra, Bolivia. En la imagen aparecen diferentes figuras del cristianismo compartiendo en torno a la misma mesa del altar: Francisco de Asís, Antonio de Padua, Rosa de Lima, Maximiliano Kolbe, Teresa de Calcuta, y los papas Juan Pablo II y Benedicto XVI, entre otros. Junto a ellos, en uno de los extremos de la mesa, se representa al cardenal Julio Terrazas Sandoval.	El cardenal Julio Terrazas Sandoval, también conocido como el cardenal
8392	es	Agapornis Roseicollis Lutino	Agapornis roseicollis, Tipo de cambio: Ino (Lutino)
8393	es	Comparación entre Chips MLC y SLC.	Sección de memoria flash
8394	es	Puntas de coral sobre la playa.	La tierra y el agua en Nauru son tierras rocosas y
8395	es	General Julio Argentino Roca (1900)	Un hombre con un traje militar y un escudo de guerra.
8396	es	Ración de pulpo a la gallega de la ría de Vigo.	Un plato de madera con comida e salsa.
8397	es	Cráteres satélite	La formación de Hagecius en la luna
8398	es	Plano de la fachada Norte.	La catedral de Puebla, Sección Título: Portadas del costado Norte
8399	es	La Presidenta brasileña Dilma Rousseff con el recién elegido Papa Francisco en el Vaticano; marzo 2013.	La imagen muestra a un hombre y una mujer en un salón de eventos.
8400	es	«Equipo ideal de todos los tiempos», escogido con motivo del centenario de la institución en 2002.	El equipo de fútbol de Rangers, equipo de fútbol de Rangers,
8401	es	El jefe comunero José Antonio Galán.	La guerra de los comuneros
8402	es	"El ""Deep"""	El edificio está hecho de acero y tiene una forma triangular.
8403	es	Placa conmemorativa de la estancia de Simón Bolívar en la Ciudad de México en 1799.	El siglo XIX
8404	es	Parque nacional Arevik y montañas Meghri en invierno	La tierra de Armenia está rodeada de montañas cubiertas de nieve.
8405	es	La actriz Drew Barrymore volvió a prestar su voz a Jillian Russell.	y entonces no había más
8406	es	Tranvía de Christchurch.	Un tren rojo y marrón está estacionado en una calle de la ciudad.
8407	es	oficina de Servicio Navarro de Empleo.	Un banco rojo y un edificio rojo en un área de la
8408	es	Mapa de los operadores del HMMWV. En azul oscuro se muestran los operadores del Humvee original, y en azul claro los operadores de copias chinas del HMMWV.	El globo azul y blanco muestra los países en el mapa.
8409	es	Residencia de Bing Crosby (North Hollywood (NBY 7611))	La casa de la señora de la señora de la señora de la
8410	es	Marcus Titus en una ceremonia de premios de natación durante el Campeonato Nacional de ConocoPhillips 2011	Marcus Titus, Sección: Carrera de natación
8411	es	"Ricardo Carballo Calero. ""En torno a las ideas comunistas de Platón"". 1929."	Un cartel de un evento con un cartel de un libro.
8412	es	Detalle del mapa Spain and Portugal, realizado en 1850 por J. Dower, en el que puede observarse Molinaseca	Un mapa de la antigua Francia que muestra las rutas de la península.
8413	es	"Izquierda: Hiroshige, Interior del santuario Kameido-Tenjin (Tokio)
Derecha, abajo: Hokusai, Bajo el puente Mannen en Fukagawa,
arriba: Claude Monet, Estanque de nenúfares, armonía en verde."	Utagawa Hiroshige, Sección: La influencia sobre Claude Monet
8414	es	Un computador analógico de Newmark de 1960, hecho de cinco unidades. Este computador fue usado para resolver ecuaciones diferenciales y actualmente se encuentra en el Museo de Tecnología de Cambridge.	Computadora analógica, sección de componentes
8415	es	Villa Comunale, Foggia.	Museos
8416	es	La variación de energía como función de una coordenada de reacción muestra la estabilización del estado de transición cuando dicha reacción es llevada a cabo por una enzima.	un diagrama de línea que muestra el número de iones de iones de
8417	es	El peinado de René Schützenberger.	Sección: Arte postimpresionista
8418	es	Edificio de la Corte Suprema de Estados Unidos, símbolo del poder Judicial.	Sección de contenido: Estados Unidos
8419	es	Las cinco razas humanas según Blumenbach.	La historia del concepto de raza, sección de Johann Friedrich Blumenbach
8420	es	Tiburón Martillo Común	Sphyrna mokarran es un tiburón de dientes de arco.
8421	es	Panorama de Asís.	La ciudad de Asís, Italia
8422	es	Audrey Tautou alcanzó éxito internacional gracias a esta película.	La película: Amélie, Sección: Reparto
8423	es	Nueva Sala 75 de la Terminal 2 del aeropuerto.	El aeropuerto internacional de la Ciudad de México, Sección de estadísticas de tráfico
8424	es	Galería  Dr. J. Pilar Licona Olvera, donde se encuentra la exposición “Deidades Aztecas del maíz”.	El edificio central de la UAEH, Sección Título: Sala y gal
8425	es	Invernadero del castillo de Gmünd, construido por el archiduque.	El edificio es un edificio antiguo con varias ventanas.
8426	es	Santiago Vidaurri. 1808-1867. Gobernador de Nuevo León durante 1850 a 1867.	Un hombre con un traje negro y un sombrero sentado en una silla
8427	es	Un chico con su proyecto	Un niño sosteniendo una caja de madera con un juego de ciencias en
8428	es	Boceto utilizado por los médicos para determinar la cantidad de radiación recibida por cada una de las personas presentes durante el accidente que costó la vida de Slotin.	Un dibujo de un equipo de laboratorio con hombres en trajes de laboratorio.
8429	es	Scott (dorsal número 2) durante el himno en los Juegos Olímpicos.	El equipo de fútbol femenino de los Estados Unidos se reúne para una foto
8430	es	Rimski‑Kórsakov vestido con el uniforme de cadete naval.	Nikolai Rimski-Kórsakov, hijo de Nikolai Rimski-Kórsakov
8431	es	Plan hidrográfico de la bahía de Sines	Un mapa de la ciudad de Sines, Puerto de Sines, y la u
8432	es	Mandíbula inferior y dientes de O. sigmoides.	Un tiburón de dientes largos y dientes largos.
8433	es	Bolton en la entrega del Grammy de 1990.	Michael Bolton, artista de rock, músico, premio Grammy, premio
8434	es	Vista de la antigua estación Pico Espejo en 2006	La estación de espejo está situada en la parte superior de una montaña.
8435	es	Eneas Silvio coronado poeta por el emperador Federico III.	La Biblioteca Piccolomini, Sección: Eneas Silvio coronado poeta por el
8436	es	Kernel panic.	Un monitor de computadora está sentado en un área de trabajo.
8437	es	Peppino Impastato en la asociación Círculo Che Guevara.	Sección de películas
8438	es	Tercer ministerio de Barros Luco, de agosto de 1911 a enero de 1912.	"La página principal de la página es ""Política interna ""."
8439	es	La bomba atómica Lacrosse, detonada el 4 de mayo de 1956.	un gran misil en el cielo
8440	es	Familia campesina búlgara a comienzos del siglo XX. La Unión Nacional Agraria Búlgara surgió para defender sus intereses ante el creciente deterioro de su nivel de vida por la exigencias económicas de los sucesivos Gobiernos.	La primera foto es de una antigua foto de una antigua familia.
8441	es	Inflorescencia de Houttuynia cordata	Una flor blanca con flores amarillas y amarillas.
8442	es	El Arboretum y Jardín Botánico están situados justo al sur de la península de Bergen.	El Jardín Botánico y Arboretum de la Universidad de Bergen, Sección
8443	es	Ilustración del concurso internacional de pesca con caña en el número 101 de La Vie au grand air, de 19 de agosto de 1900.	Pesca con caña en los Juegos Olímpicos de París 1900, Sección de p
8444	es	Detalle de la tumba de Margarita de Austria en Bourg-en-Bresse, realizado por Conrad Meit.	Sección: Escultura del Renacimiento
8445	es	Rene Duprée	El luchador está en la lucha libre.
8446	es	Ciclo de vida de Dracunculus medinensis.	El Dracunculus medinensis es un organismo bacteriano que se encuentra en el
8447	es	Universidad de Antioquia (izquierda) antes de la gran reforma. En el medio Iglesia de San Ignacio y al otro costado quedaba el colegio de San Ignacio.	Un gran edificio con una gran torre.
8448	es	Estirpe en una imagen de promoción del álbum Inventarse el Mundo.	Un grupo de hombres de pie juntos en una pared.
8449	es	MiG-29 FAP - caza de superioridad aérea	El avión de combate T-33 de la Fuerza Aérea del Perú,
8450	es	Palacio de la Diputación, sede de la gestora que gobernaba la Diputación Provincial. Aquí se produjo un encierro el 6 de marzo de 1936, al cual le siguieron, tras el desalojo, una serie de disturbios por la tarde.	Guerra Civil española
8451	es	El infante D. Henrique, «el Navegante», personifica la gesta de los descubrimientos.[2]​	A primeira pintura de Portugal é de um homem com um chapéu
8452	es	Rise Against tocando el 14 de octubre de 2008, en el Roseland Ballroom de Nueva York.	Grupo de rock
8453	es	Escena de la actuación de Moros y cristianos	Tipo de baile: baile folclórico de México, Sección: baile
8454	es	Islas y poblaciones ribereñas del lago de Pátzcuaro	un mapa que muestra las ubicaciones de los lagos y los lagos
8455	es	El jardín de Catalina de Médicis, en una vista desde el propio castillo de Chenonceau.	El Castillo de Chenonceau, Sección del Laberinto
8456	es	Esta ilustración simplificada muestra la disolución de coágulos (fibrinolisis), las flechas azules indican estimulación y las flechas rojas inhibición.	El activador tisular del plasminógeno, sección de funcionamiento, es un
8457	es	Retrato de Jorge, Príncipe Regente, por Thomas Lawrence, 1816.	Jorge IV del Reino Unido, Sección de título: Príncipe regente
8458	es	Cruz de Epidemias (1838): Isabel II de España.	una medalla de oro con una corona roja y amarilla
8459	es	La Guardia Nacional de los Estados Unidos apoyando las políticas del gobierno de Misuri en San Luis.	Un grupo de soldados con máscaras y ropa de protección posando para una
8460	es	El pabellón Tivoli, donde juegan algunos de los clubes de la ciudad.	Ciudad de Liubliana
8461	es	Villa Ajílio, fachada principal.	Corfú, Irlanda del Norte
8462	es	La Catedral de San Pablo es uno de los monumentos que figuran en el logotipo clásico de Thames Television.	Una vista aérea de una ciudad con muchas estructuras.
8463	es	Seguidores de Alonso en el Gran Premio de Brasil de 2005 (25 de septiembre de 2005).	La página principal de la página es Fernando Alonso.
8464	es	Entrada Antigua al Núcleo sede.	El Decanato de Agronomía de la Universidad Centroccidental Lisandro Alvarado, S
8465	es	Artesa para amasar el pan.	Tipo de teito: piso de piedra
8466	es	El río Bobo es el más importante del municipio de Tangua.	La posición astronómica de la imagen es una montaña.
8467	es	Cuchara bivalva para construir pantallas.	El proceso de construcción del muro pantalla se describe como un proyecto de construcción
8468	es	Brócoli, cocinado al vapor.	Broccoli var. italica
8469	es	Vista de Dordrecht, Óleo sobre lienzo, circa 1652 (Ascott, Buckinghamshire).	Albert Jacob Cuyp, artista plástico, es un pintor holandés que ha
8470	es	Arabidopsis thaliana	La evidencia de antepasado común es la Arabidopsis thaliana.
8471	es	Obelisco Casa de Ancón.	El distrito de Ancón, Sección: Atractivos de Ancón
8472	es	Portón Tenis NOB.	"El edificio tiene una puerta de tenis y un cartel que dice ""O"
8473	es	Parroquia del Santo Nombre de Maria	La iglesia de Osiglia está situada en la parte superior de una colina.
8474	es	Cráteres satélite. Fotografía de la misión LRO.	La posición de Hoffmeister en el lunar
8475	es	Jerusalén – La Cúpula de la Roca	Símbolo de Jerusalén
8476	es	El actor, director, doble y artista de efectos especiales y maquillaje Tom Savini	Un hombre con un micrófono sentado en un banco.
8477	es	Granados	El título de la página es Enrique Granados.
8478	es	Marco con forma de hexafolio en la Biblia moralisée	un dibujo de un hexafolio de un manuscrito
8479	es	Disputando un balón con José Pedro Fuenzalida de Chile por la Copa Confederaciones de 2017.	Un hombre y una mujer jugando fútbol en un campo.
8480	es	Foto del talayot circular número 2 del poblado prehistórico de Capocorb Vell, situado en el municipio de Llucmajor, Mallorca.	El pueblo prehistórico de Capocorb Vell, Sección Título, tiene un
8481	es	Richard Fleeshman en 2008.	Richard Fleeshman, músico, artista de música, músico, músic
8482	es	'Manga' de la pierna derecha, tatuada por Patrick McFarlane, The Black Freighter Tattoo, Chester, Cheshire, Reino Unido. También mira [2]	Sección de tatuajes: Personajes notables
8483	es	Len Lye Centre, Nueva Plymouth	El edificio tiene una gran estructura de vidrio.
8484	es	Virgen de Hornuez	El santuario de Nuestra Señora de Hornuez, Sección
8485	es	Empleados de la fábrica de caños de cemento de Arienti y Maisterra en 1913.	La página de inicio de la página es una foto en blanco y negro de un
8486	es	Makarska, Condado de Split-Dalmacia.	Croacia
8487	es	Playa del Rinconcillo en Algeciras. (Provincia de Cádiz).	Pedro de Castilla (m. 1283), Sección Nombre: Pedro de Castilla
8488	es	Voto utilizado en la primera vuelta.	La elección presidencial de Chile de 2009-2010 se realizará en la región de Sudamérica
8489	es	Plaza de la Constitución.	La ciudad de Valdemoro, España
8490	es	La Estación espacial rusa Mir en 1998.	La estación espacial está en el espacio exterior.
8491	es	Escuadra de la comparsa de cristianos de Elda. Año 2006.	Cultura medieval
8492	es	Chinameca fue la hacienda azucarera más grande del estado de Morelos	El sitio web de la página web no proporciona información sobre el sitio web.
8493	es	Retrato de Enrique VIII de Inglaterra.	El plan
8494	es	DiBiase con su risa característica.	Un hombre sosteniendo una botella de vino en una ring.
8495	es	"La villa ""Beltza"""	Un edificio histórico en la costa de Biarritz, Francia.
8496	es	Núcleo catalítico de la HK. PDB 1BXD	La estructura de la quinasa de piruvato es un compuesto químico
8497	es	Figura 14: Curso de la quebrada Maitana en la localidad de La Enea próximo al pozo de extracción del Sistema Hidráulico Panamericano. Aquí las aguas muestran una mayor presencia de sedimentos, dada su coloración.	El agua fluye por un pequeño río a través de un área bos
8498	es	Carlos Núñez Cortés.	El desarrollo artístico
8499	es	Elaenia spectabilis	Elaenia
8500	es	Batucadeiras en 1994	Música de Cabo Verde
8501	es	Dr Dragan Djokanovic en Segovia	Dragan Đokanović (born 1945) es un arquitecto y arquitecto de arquitectura
8502	es	El planeta Tierra visto desde el Apolo 11	La cámara de la nave espacial Apolo 11 está a punto de tomar una vista
8503	es	El desplazamiento característico en el curso medio.	El puente del Eurimedonte (Aspendos) es una estructura de piedra
8504	es	La tumba de Tamerlán es la de piedra negra.	El edificio está hecho de piedra y tiene una gran estructura de mármol
8505	es	Ejemplo de la estructura de un volcán en erupción.	Sección de clase: Clases
8506	es	La máquina utilizada por Rollie Free, exhibida en el Concurso Pebble Beach en 2009	Vincent Black Lightning, Sección: Récord estadounidense e imagen
8507	es	MAUSOLEO	Cementerio General de Cochabamba, Sección de edificios
8508	es	Sofía de Francia, boceto de Vigée-Lebrun.	Sofía de Francia
8509	es	Cuadro de Adolph Tidemand en estilo nacionalista romántico noruego del desembarco escocés en Isfjorden (el número de barcos es incorrecto).	La batalla de Kringen, Sección de título: Operaciones de combate
8510	es	Estatua de Ernesto Che Guevara en Rosario.	"La palabra ""Che Guevara"" es un nombre común que se utiliza para referirse"
8511	es	Cartel del ejército de voluntarios.	Un cartel de propaganda de la guerra soviética
8512	es	Interior del santuario de la Virgen del Socavón.	La iglesia está decorada con adornos y banderas.
8513	es	Distintos tipos de franciscas merovingias. Este tipo de hacha era característica de los pueblos germanos occidentales.	un dibujo de un arco de guerra medieval
8514	es	Pintura sobre el Comercio de esclavos en África.	La imagen muestra a un grupo de marineros y tripulación en un barco
8515	es	Fotografía tomada en Capertee Valley, NSW, Australia	Chrysococcyx basalis es un pájaro de la familia Chrysococcyx, que
8516	es	Luís de Camões, considerado una de las mayores figuras de la literatura en portugués.	Um retrato de um homem com barba e um vestido com um colar
8517	es	Catedral Metropolitana y Palacio Arzobispal de la Ciudad de Guatemala.	La gente está en la calle y está mirando a la gente.
8518	es	Capa pluvial Butler-Bowden (c. 1330-1350), bordado de opus anglicanum, Victoria & Albert Museum, Londres	La sección de arte decorativo es el arte gótico.
8519	es	Muralla de Urueña	Valladolid
8520	es	Monumento a Friedrich I en la avenida de la Victoria (Siegesallee en alemán). Desaparecido.	Ludwig Manzel (1886-1984) es un arquitecto alemán y artista plástico.
8521	es	Malvasía cabeciblanca (Oxyura leucocephala).	Un pato nadando en un lago.
8522	es	Varios articulistas reconocieron el cambio que tuvo la artista con este disco.[89]​	La película es una película de acción.
8523	es	Emplazamiento del palacio.	El edificio está rodeado de montañas y algunos árboles.
8524	es	Príncipe Carlos de Austria (1545 – 1568) pintado por Alonso Sánchez Coello.	La Inquisición en la ficción y el arte, Sección Primera
8525	es	Cigüeña blanca.	Sección de flores y fauna
8526	es	Mateo de París.	Un dibujo de un hombre con un traje de oración y un título en la
8527	es	Reporteros de la CNN preparándose para emitir desde Washington DC.	Un hombre y una mujer están en un parque cerca de un monumento.
8528	es	Vista del mar desde un médano, Pehuen Có	La ubicación es el balneario Pehuen-Có, en el norte de
8529	es	Muñeca de porcelana vestida de época. Francia, 1877	La página web del museo es http://www.museumrománticocanllopis.com
8530	es	Vista del río Maipo	El río es un recurso hídrico clave para el desarrollo y la
8531	es	Mausoleo de la Sociedad Italiana de Socorros Mutuos.	Cementerio Municipal Santa Isabel
8532	es	Parte del tráiler de Suddenly, Last Summer (1959), basada en la obra homónima de Tennessee Williams.	La película de Katharine Hepburn, protagonizada por persona y persona, es una de
8533	es	Barbara Steele en La máscara del demonio.	Una mujer con un traje oscuro y un perro.
8534	es	Áreas de cultivo de palma africana en Guatemala en 2014.[34]​	Un mapa que muestra las zonas de cultivo de palmera en Livingston, Izabal
8535	es	Entrada al intercambiador	La estación de Atocha, Sección 1, es un edificio de oficinas
8536	es	Gancho ascendente izquierdo o uppercut.	Sección: Boxeo
8537	es	Organismos típicos de la zona béntica.	Zona béntica, Sección Título: Habitantes
8538	es	Vista desde la cima alcanzada por la aerosilla	Villa Carlos Paz, Argentina
8539	es	Hojas y frutos inmaduros de Celtis australis	Celtis australis es un tipo de árbol de fruta que crece en el áre
8540	es	Vista panorámica del Mar de Ontígola.	El lago está rodeado de montañas y tierra.
8541	es	F. G. Weitsch: Schiller (1804).	Un retrato de un hombre con una camisa blanca y una corbata.
8542	es	Felipe Santiago Salaverry.	El primer gobierno de Agustín Gamarra, Sección Título: La rebelión de Sala
8543	es	El volcán Misti, ubicado a solo 17 km del centro de la ciudad de Arequipa, es el volcán más vigilado de todo el país.	El arco volcánico del Perú, Sección Titulo: Sabancaya,
8544	es	Alfre Woodard en el estreno de 12 años de esclavitud.	La esclavitud
8545	es	Templos V, VI y VII en el extremo oeste de la Plaza Central.	La Plaza Central de Pomona, Puebla, México
8546	es	La acacia negra es la más grave de las especies exóticas que invaden esta reserva.	El parque natural del Pilar, Sección de amenazas
8547	es	Encuentro disputado entre el Deportivo Cali e Independiente Santa Fe.	Categoría Primera A (Colombia), Sección Título: 2000-2009
8548	es	Piezas modelo Staunt on, set de blancas para la muestra.	Un grupo de piezas de ajedrez de Howard Staunton.
8549	es	Al contrario que el conjunto de la provincia de León, la localidad sufrió un éxodo migratorio en las primeras décadas del siglo XX	El mapa muestra la población de España y sus áreas metropolitanas.
8550	es	Mapa de las principales carreteras y ciudades de Timor Oriental	Timor Oriental, mapa de la isla
8551	es	Comparación del código Steinheil con el Morse	Un manuscrito de Karl August von Steinheil, páginas de libros, página
8552	es	Réplica de la Torre Eiffel (París) en el Parque Europa.	Torre Eiffel, Francia
8553	es	"Cuando se utiliza el transporte de imagen de CFR (anteriormente ""modo directo""), la representación 3D se produce en el servidor de aplicaciones, pero la representación 2D se produce en el equipo cliente. VirtualGL comprime las imágenes renderizadas desde la aplicación 3D y los envía como un flujo de vídeo para el cliente, que descomprime y muestra la secuencia de vídeo en tiempo real."	El gráfico muestra el servidor de archivos virtuales y el cliente de
8554	es	Instituto Padre Suárez (1918).	Granada, España
8555	es	Anuncio en el periódico  Daily Gazetteer del sistema de taquigrafía de Byrom (1741)	La página de anuncios de la revista de noticias de la revista de noticias
8556	es	Grupo de presos acusados	La mano negra, sección, es un intento del gobierno de identificar la mano
8557	es	Craufurd en el sitio de Ciudad Rodrigo	La batalla de Bussaco, página de inicio
8558	es	Airbus A320-214 (EC-JPL nombrado Vueldone) de Vueling	El avión está en la pista de aterrizaje.
8559	es	Fig. 2. Busto de Agripa, uno de los vencedores de Actium, encontrado en Nicópolis (Museo Arqueológico de Nicópolis).	"La ciudad de Nicópolis, Sección Titulo: Fundación de la ""ciudad de"
8560	es	North American L-17A, volado por la Commemorative Air Force, Camarillo Airport.	Un avión de la fuerza aérea de los Estados Unidos estacionado en una
8561	es	Cascada de Coo.	Río Ambleve, Sección de interés: Ríos
8562	es	Neiva B Monitor	El sitio web de la industria aeronáutica Neiva es un sitio web de noticias
8563	es	Una colonia de anidación en la reserva de caza Selous, Tanzania	Merops bullockoides, también conocido como merops y merops, es un
8564	es	Descripción histórica de un torpedo del Atlántico; se aprecian los órganos eléctricos alrededor de los ojos.	Torpedo nobiliana, taxonómicamente, es un pez de hoja blanca
8565	es	Hienas de las cavernas atacando a un rinoceronte lanudo, por Howard V. Brown (1904)	Crocuta crocuta spelaea es un espécime de monos de la familia Croc
8566	es	Buque de soporte del sumergible profundo DSSV Pressure Drop y el DSV Limiting Factor, en su popa	Un barco de exploración de la fosa de Java está en el agua.
8567	es	Esculturas de los menceyes en la plaza.	La Plaza de la Patrona de Canarias es un edificio de piedra con varias
8568	es	Imagen de rayos X del Chandra, en la que Sirio B es más visible que Sirio A.	Sirio C es una estrella brillante con una brillante estrella roja en el centro
8569	es	Retrato de Beethoven (hacia 1804), en la época de la Sonata Appassionata y de Fidelio. Decidido a «agarrar el destino por el cuello», compuso en el periodo de 1802 a 1812 una serie de obras brillantes y enérgicas características de su estilo «heroico».	Ludwig van Beethoven, Sección: Éxito y sufrimiento
8570	es	T-55A en el Panzermuseum de Munster, Alemania.	Un tanque de guerra de clase T-55 está sentado en un parque.
8571	es	Recreación en vida de Hupehsuchus nanchangensis.	Un dinosaurio de la clase Hupehsuchia.
8572	es	Campesinos egipcios	Egipto
8573	es	Muchos monasterios e iglesias se hallan a lo largo de la ribera del Volga.	Rusia
8574	es	Pablo Iglesias, fundador de la Agrupación Socialista Madrileña.	El Partido Socialista Obrero Español de la Comunidad de Madrid, Sección Título:
8575	es	Casa en Saint-Damase.	La aldea de Saint-Damase es una pequeña ciudad en el norte de Francia.
8576	es	Grabado anónimo encontrado en Augsburgo, a principios del siglo XIX. Representa a un uro, subespecie salvaje ya extinta.	Un toro de lidia está sentado en un campo.
8577	es	Interior del Estadio de Kashima	El estadio es un estadio de fútbol.
8578	es	Josh Homme.	Josh Homme, Sección de Queens of the Stone Age.
8579	es	Una de las primeras conversiones de fertilización del Tiger Moth en el Museo de Nueva Zelanda Te Papa Tongarewa en 2009.	Un avión rojo y negro está en exhibición en un museo.
8580	es	Torre del castillo de Hirschhorn.	Hirschhorn (Neckar)
8581	es	Benito Mussolini estrechando lazos de amistad con Adolf Hitler al formar una alianza para el conflicto.	La guerra paralela fue una guerra entre Alemania y Estados Unidos.
8582	es	Coussapoa pittieri en el bosque cercano a Naiguatá, Venezuela. Véanse las raíces nervudas, típicas del invasor, diferentes de las del árbol original.	un árbol grande con raíces en el suelo
8583	es	Estación de ferrocarril de Las Heras.	La Hera, Nueva York
8584	es	Sonia Berjman, protectora de espacios verdes de la ciudad de Buenos Aires	Una mujer con gafas de sol y un sombrero de pie en un parque.
8585	es	Tumba de Ihara Saikaku en Osaka	Estatua de la persona, sección de arte
8586	es	Sede de la Administración central del óblast de Tomsk	Un edificio grande con una bandera en el frente.
8587	es	Dolina de colapso en yesos karstificados del sur de la provincia de Madrid.	La dolina es un área geológica donde se encuentran grandes y
8588	es	Pithecopus azureus.	Lagartija de árbol
